"Year","Treatment","AGB","AGB.c","AGB.d","rep","AGB.sc"
2067,"Control",665.150451660156,-50.5931212170292,0,"2",0.36304324239313
2068,"Control",759.282958984375,43.5393861071898,0,"2",0.929668972971655
2069,"Control",830.986083984375,115.24251110719,0,"2",1.36128220354195
2070,"Control",936.519226074219,220.775653197034,0,"2",1.99653346197221
2071,"Control",979.58837890625,263.844806029065,0,"2",2.25578598676466
2072,"Control",881.289794921875,165.54622204469,0,"2",1.66408277447117
2073,"Control",673.160278320312,-42.5832945568732,0,"2",0.411257977261352
2074,"Control",656.121154785156,-59.6224180920292,0,"2",0.308691859604764
2075,"Control",652.221496582031,-63.5220762951542,0,"2",0.28521806993143
2076,"Control",638.943603515625,-76.7999693615602,0,"2",0.205292483402831
2077,"Control",669.272766113281,-46.4708067639042,0,"2",0.387857299779609
2078,"Control",682.46533203125,-33.2782408459352,0,"2",0.467269263977351
2079,"Control",718.783020019531,3.03944714234581,0,"2",0.685881697388949
2080,"Control",755.579406738281,39.8358338610958,0,"2",0.907375632904224
2081,"Control",721.327209472656,5.58363659547081,0,"2",0.701196313440149
2082,"Control",683.670959472656,-32.0726134045292,0,"2",0.474526475637923
2083,"Control",655.021179199219,-60.7223936779662,0,"2",0.302070613791632
2084,"Control",725.899169921875,10.1555970446898,0,"2",0.728716991507207
2085,"Control",766.453430175781,50.7098572985958,0,"2",0.972831251263347
2086,"Control",722.73779296875,6.99422009156478,0,"2",0.709687247409042
2087,"Control",611.839660644531,-103.903912232654,0,"2",0.0421417093774921
2088,"Control",603.323791503906,-112.419781373279,0,"2",-0.00911912187496804
2089,"Control",733.755187988281,18.0116151110958,0,"2",0.77600588354727
2090,"Control",803.69287109375,87.9492982165648,0,"2",1.19699212848085
2091,"Control",926.219909667969,210.476336790784,0,"2",1.93453726268846
2092,"Control",907.764709472656,192.021136595471,0,"2",1.82344714524769
2093,"Control",772.928894042969,57.1853211657838,0,"2",1.01180996912478
2094,"Control",653.437866210938,-62.3057066662473,0,"2",0.2925399436308
2095,"Control",689.324645996094,-26.4189268810912,0,"2",0.50855854753176
2096,"Control",700.718078613281,-15.0254942639042,0,"2",0.577140722425659
2097,"Control",631.865783691406,-83.8777891857792,0,"2",0.162687915195718
2098,"Control",657.3515625,-58.3920103771852,0,"2",0.316098234832098
2099,"Control",618.634216308594,-97.1093565685912,0,"2",0.0830411837094117
2100,"Control",624.018249511719,-91.7253233654662,0,"2",0.115450091470385
2101,"Control",548.283874511719,-167.459698365466,0,"2",-0.340429038748449
2102,"Control",612.444763183594,-103.298809693591,0,"2",0.0457840926308196
2103,"Control",658.886291503906,-56.8572813732792,0,"2",0.325336456226574
2104,"Control",753.73876953125,37.9951966540648,0,"2",0.896296012995963
2105,"Control",823.861755371094,108.118182493909,0,"2",1.31839767809871
2106,"Control",926.681335449219,210.937762572034,0,"2",1.93731479117294
2107,"Control",969.859680175781,254.116107298596,0,"2",2.1972245908938
2108,"Control",871.207946777344,155.464373900159,0,"2",1.60339561407502
2109,"Control",662.981140136719,-52.7624327404662,0,"2",0.349985184536599
2110,"Control",646.636901855469,-69.1066710217162,0,"2",0.251601892514375
2111,"Control",642.821594238281,-72.9219786389042,0,"2",0.228635846804736
2112,"Control",631.678588867188,-84.0649840099973,0,"2",0.16156110569018
2113,"Control",661.981262207031,-53.7623106701542,0,"2",0.343966471357661
2114,"Control",674.493225097656,-41.2503477795292,0,"2",0.419281581040793
2115,"Control",710.39892578125,-5.34464709593522,0,"2",0.635414078305537
2116,"Control",747.100158691406,31.3565858142208,0,"2",0.856335240420373
2117,"Control",713.946228027344,-1.79734484984124,0,"2",0.656766879626901
2118,"Control",676.784301757812,-38.9592711193732,0,"2",0.433072597802951
2119,"Control",647.824096679688,-67.9194761974973,0,"2",0.25874814999475
2120,"Control",717.386169433594,1.64259655640876,0,"2",0.677473427958289
2121,"Control",757.994873046875,42.2513001696898,0,"2",0.921915406683762
2122,"Control",715.07373046875,-0.669842408435215,0,"2",0.663553821914439
2123,"Control",605.119689941406,-110.623882935779,0,"2",0.00169119533764332
2124,"Control",597.024536132812,-118.719036744373,0,"2",-0.0470371618614424
2125,"Control",726.499938964844,10.7563660876588,0,"2",0.732333289506248
2126,"Control",795.944152832031,80.2005799548458,0,"2",1.15034912203281
2127,"Control",917.80029296875,202.056720091565,0,"2",1.88385581799949
2128,"Control",901.127014160156,185.383441282971,0,"2",1.78349188364131
2129,"Control",768.271545410156,52.5279725329708,0,"2",0.983775301328915
2130,"Control",649.265441894531,-66.4781309826542,0,"2",0.267424252529269
2131,"Control",685.17236328125,-30.5712095959352,0,"2",0.483564097752967
2132,"Control",696.137451171875,-19.6061217053102,0,"2",0.549567873850033
2133,"Control",627.239624023438,-88.5039488537473,0,"2",0.134840987751124
2134,"Control",651.674255371094,-64.0693175060912,0,"2",0.281923979932511
2135,"Control",612.944641113281,-102.798931763904,0,"2",0.048793081822337
2136,"Control",617.886169433594,-97.8574034435912,0,"2",0.0785383544626144
2137,"Control",542.056335449219,-173.687237427966,0,"2",-0.377915386146395
2138,"Control",604.170593261719,-111.572979615466,0,"2",-0.0040218427488176
2139,"Control",649.074890136719,-66.6686827404662,0,"2",0.266277236136607
2140,"Control",740.684143066406,24.9405701892208,0,"2",0.817714368159984
2141,"Control",813.114196777344,97.3706239001588,0,"2",1.25370330828718
2142,"Control",921.836486816406,206.092913939221,0,"2",1.90815147688179
2143,"Control",967.767272949219,252.023700072034,0,"2",2.18462945445135
2144,"Control",868.128723144531,152.385150267346,0,"2",1.58486038761443
2145,"Control",658.487670898438,-57.2559019787473,0,"2",0.322936980230263
2146,"Control",641.397277832031,-74.3462950451542,0,"2",0.220062248297616
2147,"Control",636.872680664062,-78.8708922131232,0,"2",0.19282667103796
2148,"Control",625.870300292969,-89.8732725842162,0,"2",0.126598414794864
2149,"Control",655.99267578125,-59.7508970959352,0,"2",0.307918486924893
2150,"Control",667.513061523438,-48.2305113537473,0,"2",0.377264849549978
2151,"Control",702.549743652344,-13.1938292248412,0,"2",0.588166334835615
2152,"Control",739.99072265625,24.2471497790648,0,"2",0.813540360076363
2153,"Control",709.51806640625,-6.22550647093522,0,"2",0.630111791124583
2154,"Control",673.023864746094,-42.7197081310912,0,"2",0.410436842848286
2155,"Control",643.485107421875,-72.2584654553102,0,"2",0.232629829893994
2156,"Control",713.33740234375,-2.40617053343522,0,"2",0.653102085098766
2157,"Control",755.477722167969,39.7341492907838,0,"2",0.906763547923388
2158,"Control",714.197448730469,-1.54612414671624,0,"2",0.658279089579562
2159,"Control",604.914367675781,-110.829205201404,0,"2",0.000455268641639216
2160,"Control",596.182678222656,-119.560894654529,0,"2",-0.0521046817538264
2161,"Control",725.69287109375,9.94929821656478,0,"2",0.72747518644404
2162,"Control",795.88427734375,80.1407044665648,0,"2",1.14998870464614
2163,"Control",917.06005859375,201.316485716565,0,"2",1.87940001569
2164,"Control",898.660583496094,182.917010618909,0,"2",1.76864533257546
2165,"Control",765.498291015625,49.7547181384398,0,"2",0.967081840780064
2166,"Control",646.295471191406,-69.4481016857792,0,"2",0.249546668395036
2167,"Control",680.875793457031,-34.8677794201542,0,"2",0.457701119225853
2168,"Control",691.266906738281,-24.4766661389042,0,"2",0.520249885022911
2169,"Control",623.634094238281,-92.1094786389042,0,"2",0.113137688787668
2170,"Control",648.264770507812,-67.4788023693732,0,"2",0.261400763177012
2171,"Control",609.736389160156,-106.007183717029,0,"2",0.0294811761003514
2172,"Control",614.595275878906,-101.148296998279,0,"2",0.0587289919194639
2173,"Control",539.107116699219,-176.636456177966,0,"2",-0.395668054978416
2174,"Control",600.278015136719,-115.465557740466,0,"2",-0.0274530142602199
2175,"Control",644.558898925781,-71.1846739514042,0,"2",0.239093461987572
2176,"Control",735.23828125,19.4947083728148,0,"2",0.784933286278009
2177,"Control",807.468811035156,91.7252381579708,0,"2",1.21972120251423
2178,"Control",915.671081542969,199.927508665784,0,"2",1.87103914059459
2179,"Control",963.815368652344,248.071795775159,0,"2",2.1608411721348
2180,"Control",953.870178222656,238.126605345471,0,"2",2.1009766157435
1979,"Log_Single",337.529083251953,-358.904438736415,0,"2",-1.60905654018296
1980,"Log_Single",532.753723144531,-163.679798843837,0,"2",-0.433911976944486
1981,"Log_Single",848.641906738281,152.208384749913,0,"2",1.46756051006192
1982,"Log_Single",922.459289550781,226.025767562413,0,"2",1.91190040553995
1983,"Log_Single",967.754089355469,271.320567367101,0,"2",2.18455009649465
1984,"Log_Single",889.653076171875,193.219554183507,0,"2",1.71442511085442
1985,"Log_Single",674.111755371094,-22.3217666172743,0,"2",0.41698534386778
1986,"Log_Single",573.884765625,-122.548756363368,0,"2",-0.186325806582743
1987,"Log_Single",629.245300292969,-67.1882216953993,0,"2",0.146914051709918
1988,"Log_Single",624.532897949219,-71.9006240391493,0,"2",0.118547990965244
1989,"Log_Single",538.511535644531,-157.921986343837,0,"2",-0.399253124151905
1990,"Log_Single",567.272277832031,-129.161244156337,0,"2",-0.226129332836725
1991,"Log_Single",534.5341796875,-161.899342300868,0,"2",-0.423194611412637
1992,"Log_Single",545.391052246094,-151.042469742274,0,"2",-0.357842231876812
1993,"Log_Single",495.895599365234,-200.537922623134,0,"2",-0.655777535483843
1994,"Log_Single",581.881591796875,-114.551930191493,0,"2",-0.138189327477376
1995,"Log_Single",628.743835449219,-67.6896865391493,0,"2",0.143895510171759
1996,"Log_Single",741.946838378906,45.5133163905377,0,"2",0.82531509690164
1997,"Log_Single",795.385437011719,98.9519150233507,0,"2",1.14698596121973
1998,"Log_Single",889.058288574219,192.624766585851,0,"2",1.71084481785425
1999,"Log_Single",925.042907714844,228.609385726476,0,"2",1.92745236066535
2000,"Log_Single",835.103576660156,138.670054671788,0,"2",1.38606723649056
2001,"Log_Single",649.137023925781,-47.2964980625873,0,"2",0.266651247247345
2002,"Log_Single",638.289001464844,-58.1445205235243,0,"2",0.201352140413937
2003,"Log_Single",642.1220703125,-54.3114516758683,0,"2",0.224425098926348
2004,"Log_Single",626.615417480469,-69.8181045078993,0,"2",0.131083608940173
2005,"Log_Single",661.350402832031,-35.0831191563373,0,"2",0.340169046170414
2006,"Log_Single",684.636413574219,-11.7971084141493,0,"2",0.480337976374368
2007,"Log_Single",725.99267578125,29.5591537928817,0,"2",0.729279845163057
2008,"Log_Single",764.669677734375,68.2361557460067,0,"2",0.962094046242326
2009,"Log_Single",726.753967285156,30.3204452967877,0,"2",0.7338623997645
2010,"Log_Single",692.089904785156,-4.34361720321226,0,"2",0.525203878949463
2011,"Log_Single",672.002807617188,-24.4307143711803,0,"2",0.404290642581506
2012,"Log_Single",751.748352050781,55.3148300624127,0,"2",0.884314798524086
2013,"Log_Single",784.684143066406,88.2506210780377,0,"2",1.08257007905254
2014,"Log_Single",736.340881347656,39.9073593592877,0,"2",0.791570330202893
2015,"Log_Single",628.751770019531,-67.6817519688373,0,"2",0.143943271904955
2016,"Log_Single",621.223327636719,-75.2101943516493,0,"2",0.0986262046501055
2017,"Log_Single",758.679382324219,62.2458603358507,0,"2",0.926035774667023
2018,"Log_Single",832.480529785156,136.047007796788,0,"2",1.37027794229096
2019,"Log_Single",953.425537109375,256.992015121007,0,"2",2.09830012169464
2020,"Log_Single",926.496032714844,230.062510726476,0,"2",1.93619937100378
2021,"Log_Single",785.856384277344,89.4228622889757,0,"2",1.08962632403574
2022,"Log_Single",666.792602539062,-29.6409194493062,0,"2",0.372928084175527
2023,"Log_Single",706.379089355469,9.94556736710069,0,"2",0.611216882073218
2024,"Log_Single",720.623718261719,24.1901962733507,0,"2",0.696961684695163
2025,"Log_Single",650.857971191406,-45.5755507969623,0,"2",0.277010399780202
2026,"Log_Single",677.965026855469,-18.4684951328993,0,"2",0.440179911100874
2027,"Log_Single",639.047302246094,-57.3862197422743,0,"2",0.205916692515945
2028,"Log_Single",646.151489257812,-50.2820327305562,0,"2",0.248679976636452
2029,"Log_Single",569.199035644531,-127.234486343837,0,"2",-0.214531314424282
2030,"Log_Single",636.719665527344,-59.7138564610243,0,"2",0.191905604383124
2031,"Log_Single",684.385070800781,-12.0484511875873,0,"2",0.478825031625808
2032,"Log_Single",781.627197265625,85.1936752772567,0,"2",1.06416895284286
2033,"Log_Single",851.277404785156,154.843882796788,0,"2",1.48342475344286
2034,"Log_Single",955.382629394531,258.949107406163,0,"2",2.11008073688708
2035,"Log_Single",996.726623535156,300.293101546788,0,"2",2.35894875868828
2036,"Log_Single",899.085998535156,202.652476546788,0,"2",1.77120609627081
2037,"Log_Single",692.31884765625,-4.11467433211828,0,"2",0.526581988651222
2038,"Log_Single",676.574401855469,-19.8591201328993,0,"2",0.431809116260875
2039,"Log_Single",673.357116699219,-23.0764052891493,0,"2",0.412442835642633
2040,"Log_Single",657.308776855469,-39.1247451328993,0,"2",0.315840688870774
2041,"Log_Single",687.247314453125,-9.18620753524328,0,"2",0.496054158382383
2042,"Log_Single",700.970153808594,4.53663182022569,0,"2",0.578658075949591
2043,"Log_Single",736.811828613281,40.3783066249127,0,"2",0.794405172767212
2044,"Log_Single",772.45068359375,76.0171616053817,0,"2",1.00893140620469
2045,"Log_Single",735.4443359375,39.0108139491317,0,"2",0.786173621749386
2046,"Log_Single",697.1650390625,0.731517074131716,0,"2",0.555753385697216
2047,"Log_Single",668.802062988281,-27.6314590000873,0,"2",0.385023926807081
2048,"Log_Single",741.430847167969,44.9973251796007,0,"2",0.822209114651935
2049,"Log_Single",779.423889160156,82.9903671717877,0,"2",1.05090625432947
2050,"Log_Single",733.289978027344,36.8564560389757,0,"2",0.773205576390036
2051,"Log_Single",621.914733886719,-74.5187881016493,0,"2",0.102788088601453
2052,"Log_Single",613.475708007812,-82.9578139805562,0,"2",0.0519898113651215
2053,"Log_Single",746.665344238281,50.2318222499127,0,"2",0.853717897441083
2054,"Log_Single",818.6630859375,122.229563949132,0,"2",1.28710455790485
2055,"Log_Single",942.004577636719,245.571055648351,0,"2",2.02955225032633
2056,"Log_Single",919.822692871094,223.389170882726,0,"2",1.89602954899596
2057,"Log_Single",780.545471191406,84.1119492030377,0,"2",1.05765755901609
2058,"Log_Single",660.328430175781,-36.1050918125873,0,"2",0.334017334934417
2059,"Log_Single",697.46484375,1.03132176163172,0,"2",0.557558044416233
2060,"Log_Single",709.417663574219,12.9841415858507,0,"2",0.629507421500646
2061,"Log_Single",639.599426269531,-56.8340957188373,0,"2",0.209240174350679
2062,"Log_Single",664.942504882812,-31.4910171055562,0,"2",0.361791517585374
2063,"Log_Single",625.588012695312,-70.8455092930562,0,"2",0.124899199286828
2064,"Log_Single",631.375854492188,-65.0576674961803,0,"2",0.159738811869675
2065,"Log_Single",554.945556640625,-141.487965347743,0,"2",-0.300329389748639
2066,"Log_Single",619.315185546875,-77.1183364414933,0,"2",0.0871402426117045
2067,"Log_Single",665.150451660156,-31.2830703282123,0,"2",0.36304324239313
2068,"Log_Single",759.282958984375,62.8494369960067,0,"2",0.929668972971655
2069,"Log_Single",830.986083984375,134.552561996007,0,"2",1.36128220354195
2070,"Log_Single",936.519226074219,240.085704085851,0,"2",1.99653346197221
2071,"Log_Single",979.58837890625,283.154856917882,0,"2",2.25578598676466
2072,"Log_Single",881.289794921875,184.856272933507,0,"2",1.66408277447117
2073,"Log_Single",673.160278320312,-23.2732436680562,0,"2",0.411257977261352
2074,"Log_Single",656.121154785156,-40.3123672032123,0,"2",0.308691859604764
2075,"Log_Single",652.221496582031,-44.2120254063373,0,"2",0.28521806993143
2076,"Log_Single",638.943603515625,-57.4899184727433,0,"2",0.205292483402831
2077,"Log_Single",669.272766113281,-27.1607558750873,0,"2",0.387857299779609
2078,"Log_Single",682.46533203125,-13.9681899571183,0,"2",0.467269263977351
2079,"Log_Single",561.2607421875,-135.172779800868,157.522277832031,"2",-0.262315458897821
2080,"Log_Single",145.479339599609,-550.954182388759,610.100067138672,"2",-2.76508998067785
2081,"Log_Single",162.587509155273,-533.846012833095,558.739700317383,"2",-2.66210824409295
2082,"Log_Single",184.705764770508,-511.72775721786,498.965194702148,"2",-2.52896855512303
2083,"Log_Single",202.795547485352,-493.637974503016,452.225631713867,"2",-2.42007804919503
2084,"Log_Single",254.017562866211,-442.415959122157,471.881607055664,"2",-2.11174979244396
2085,"Log_Single",310.618743896484,-385.814778091884,455.834686279297,"2",-1.77104192791825
2086,"Log_Single",344.746948242188,-351.68657374618,377.990844726562,"2",-1.56560897738488
2087,"Log_Single",327.759490966797,-368.674031021571,284.080169677734,"2",-1.66786409267876
2088,"Log_Single",366.518646240234,-329.914875748134,236.805145263672,"2",-1.43455537396192
2089,"Log_Single",485.719573974609,-210.713948013759,248.035614013672,"2",-0.717031590913268
2090,"Log_Single",570.270935058594,-126.162586929774,233.421936035156,"2",-0.208079071667078
2091,"Log_Single",709.56005859375,13.1265366053817,216.659851074219,"2",0.630364560912588
2092,"Log_Single",763.416809082031,66.9832870936627,144.347900390625,"2",0.954552468570245
2093,"Log_Single",756.585205078125,60.1516830897567,16.343688964844,"2",0.913429983684086
2094,"Log_Single",729.98779296875,33.5542709803817,76.549926757812,"2",0.753328245226566
2095,"Log_Single",825.838195800781,129.404673812413,136.513549804687,"2",1.33029475844056
2096,"Log_Single",850.876525878906,154.443003890538,150.158447265625,"2",1.48101168372248
2097,"Log_Single",750.6044921875,54.1709701991317,118.738708496094,"2",0.877429393586568
2098,"Log_Single",761.919616699219,65.4860947108507,104.568054199219,"2",0.945540196913595
2099,"Log_Single",700.405029296875,3.97150730850672,81.770812988281,"2",0.575256338351997
2100,"Log_Single",694.065856933594,-2.36766505477431,70.047607421875,"2",0.537098020107741
2101,"Log_Single",602.764892578125,-93.6686294102433,54.481018066406,"2",-0.0124833848818958
2102,"Log_Single",668.010803222656,-28.4227187657123,55.566040039062,"2",0.380260979813325
2103,"Log_Single",707.904846191406,11.4713242030377,49.0185546875,"2",0.620401095969384
2104,"Log_Single",802.897155761719,106.463633773351,49.158386230469,"2",1.19220236143691
2105,"Log_Single",858.365783691406,161.932261703038,34.504028320312,"2",1.52609288149492
2106,"Log_Single",946.041198730469,249.607676742101,19.35986328125,"2",2.05385048099426
2107,"Log_Single",977.920959472656,281.487437484288,8.061279296875,"2",2.24574904223192
2108,"Log_Single",873.430114746094,176.996592757726,2.22216796875,"2",1.61677183855424
2109,"Log_Single",662.820922851562,-33.6125991368062,0.160217285156932,"2",0.349020764923928
2110,"Log_Single",646.220520019531,-50.2130019688373,0.416381835937955,"2",0.249095503715282
2111,"Log_Single",642.317687988281,-54.1158340000873,0.50390625,"2",0.225602609348669
2112,"Log_Single",630.990417480469,-65.4431045078993,0.688171386718977,"2",0.157418693830058
2113,"Log_Single",661.269958496094,-35.1635634922743,0.711303710937045,"2",0.339684815675371
2114,"Log_Single",672.581604003906,-23.8519179844623,1.91162109375,"2",0.407774677319375
2115,"Log_Single",707.6611328125,11.2276108241317,2.73779296875,"2",0.618934075964289
2116,"Log_Single",745.091369628906,48.6578476405377,2.0087890625,"2",0.844243439166245
2117,"Log_Single",713.784423828125,17.3509018397567,0.161804199218977,"2",0.655792907667593
2118,"Log_Single",677.335693359375,-19.0978286289933,0.551391601562955,"2",0.436391670862318
2119,"Log_Single",648.136413574219,-48.2971084141493,0.312316894531023,"2",0.26062812529304
2120,"Log_Single",718.2822265625,21.8487045741317,0.896057128906023,"2",0.682867197228215
2121,"Log_Single",760.188903808594,63.7553818202257,2.19403076171898,"2",0.935122260709108
2122,"Log_Single",718.46435546875,22.0308334803817,3.390625,"2",0.6839635127041
2123,"Log_Single",608.657409667969,-87.7761123203993,3.53771972656295,"2",0.022986315181222
2124,"Log_Single",600.004455566406,-96.4290664219623,2.97991943359398,"2",-0.0290996918617359
2125,"Log_Single",730.787109375,34.3535873866317,4.28717041015602,"2",0.758139688749416
2126,"Log_Single",802.14453125,105.711009261632,6.20037841796898,"2",1.18767197734404
2127,"Log_Single",925.822814941406,229.389292953038,8.02252197265602,"2",1.93214697164084
2128,"Log_Single",908.524108886719,212.090586898351,7.39709472656295,"2",1.82801831051275
2129,"Log_Single",770.979675292969,74.5461533046007,2.70812988281295,"2",1.00007674826759
2130,"Log_Single",650.734008789062,-45.6995131993062,1.46856689453102,"2",0.276264214548458
2131,"Log_Single",686.638916015625,-9.79460597274328,1.466552734375,"2",0.492391935639883
2132,"Log_Single",698.751708984375,2.31818699600672,2.6142578125,"2",0.565304262745172
2133,"Log_Single",629.445251464844,-66.9882705235243,2.20562744140602,"2",0.148117647386526
2134,"Log_Single",653.8974609375,-42.5360610508683,2.22320556640602,"2",0.295306450176847
2135,"Log_Single",614.639343261719,-81.7941787266493,1.69470214843795,"2",0.0589942532376934
2136,"Log_Single",619.293823242188,-77.1396987461803,1.40765380859398,"2",0.0870116533300184
2137,"Log_Single",543.650146484375,-152.783375503993,1.59381103515602,"2",-0.368321523538562
2138,"Log_Single",606.810485839844,-89.6230361485243,2.639892578125,"2",0.0118688532843481
2139,"Log_Single",651.873229980469,-44.5602920078993,2.79833984375,"2",0.283121697241956
2140,"Log_Single",743.083801269531,46.6502792811627,2.399658203125,"2",0.832158985871071
2141,"Log_Single",811.952575683594,115.519053695226,1.16162109375,"2",1.24671099054689
2142,"Log_Single",915.925048828125,219.491526839757,5.91143798828102,"2",1.8725678834549
2143,"Log_Single",963.82275390625,267.389231917882,3.94451904296898,"2",2.16088562728646
2144,"Log_Single",866.33935546875,169.905833480382,1.78936767578102,"2",1.57408938198222
2145,"Log_Single",656.623046875,-39.8104751133683,1.86462402343795,"2",0.311712972928559
2146,"Log_Single",640.34619140625,-56.0873305821183,1.05108642578102,"2",0.213735288240576
2147,"Log_Single",636.484680175781,-59.9488418125873,0.388000488281023,"2",0.190491122284543
2148,"Log_Single",625.556030273438,-70.8774917149303,0.314270019531023,"2",0.124706682762248
2149,"Log_Single",655.797607421875,-40.6359145664933,0.195068359375,"2",0.3067442830841
2150,"Log_Single",667.792053222656,-28.6414687657123,0.278991699218068,"2",0.37894422556883
2151,"Log_Single",703.3349609375,6.90143894913172,0.785217285156023,"2",0.59289290943255
2152,"Log_Single",740.797607421875,44.3640854335067,0.806884765625,"2",0.818397360944727
2153,"Log_Single",709.356262207031,12.9227402186627,0.161804199218977,"2",0.629137819165275
2154,"Log_Single",672.673278808594,-23.7602431797743,0.3505859375,"2",0.408326509036797
2155,"Log_Single",643.633972167969,-52.7995498203993,0.148864746093977,"2",0.233525913488394
2156,"Log_Single",713.422546386719,16.9890243983507,0.0851440429689774,"2",0.653614605235785
2157,"Log_Single",755.00390625,58.5703842616317,0.473815917968977,"2",0.903911437655527
2158,"Log_Single",713.1298828125,16.6963608241317,1.06756591796898,"2",0.651852932076645
2159,"Log_Single",603.851135253906,-92.5823867344623,1.063232421875,"2",-0.00594480360699081
2160,"Log_Single",595.330383300781,-101.103138687587,0.852294921875,"2",-0.0572350266952656
2161,"Log_Single",725.298400878906,28.8648788905377,0.394470214843977,"2",0.725100693508166
2162,"Log_Single",795.850341796875,99.4168198085067,0.033935546875,"2",1.14978443138722
2163,"Log_Single",918.092468261719,221.658946273351,1.03240966796898,"2",1.88561455197505
2164,"Log_Single",900.031311035156,203.597789046788,1.37072753906205,"2",1.77689635568452
2165,"Log_Single",765.367980957031,68.9344589686627,0.130310058593977,"2",0.966297446161761
2166,"Log_Single",646.030578613281,-50.4029433750873,0.264892578125,"2",0.247952161302094
2167,"Log_Single",680.92529296875,-15.5082290196183,0.0494995117189774,"2",0.457999078961424
2168,"Log_Single",691.734313964844,-4.69920802352431,0.467407226562955,"2",0.523063418506267
2169,"Log_Single",623.834045410156,-72.5994765782123,0.199951171875,"2",0.114341284464276
2170,"Log_Single",648.432983398438,-48.0005385899303,0.168212890625909,"2",0.262413311920831
2171,"Log_Single",609.848693847656,-86.5848281407123,0.1123046875,"2",0.0301571883240873
2172,"Log_Single",614.582580566406,-81.8509414219623,0.0126953125,"2",0.0586525731463459
2173,"Log_Single",539.115295410156,-157.318226578212,0.00817871093704525,"2",-0.395618823653429
2174,"Log_Single",601.061401367188,-95.3721206211803,0.783386230468977,"2",-0.022737461601713
2175,"Log_Single",646.296936035156,-50.1365859532123,1.738037109375,"2",0.249555485945781
2176,"Log_Single",738.462585449219,42.0290634608507,3.22430419921898,"2",0.804341817660237
2177,"Log_Single",811.306335449219,114.872813460851,3.83752441406295,"2",1.24282098107683
2178,"Log_Single",918.770751953125,222.337229964757,3.09967041015602,"2",1.88969744536765
2179,"Log_Single",963.989074707031,267.555552718663,0.173706054687045,"2",2.1618867866939
2180,"Log_Single",952.84130859375,256.407786605382,1.02886962890602,"2",2.09478338853942
1979,"Log_Sequential",337.529083251953,-357.293716883896,0,"2",-1.60905654018296
1980,"Log_Sequential",532.753723144531,-162.069076991318,0,"2",-0.433911976944486
1981,"Log_Sequential",848.641906738281,153.819106602432,0,"2",1.46756051006192
1982,"Log_Sequential",922.459289550781,227.636489414932,0,"2",1.91190040553995
1983,"Log_Sequential",967.754089355469,272.93128921962,0,"2",2.18455009649465
1984,"Log_Sequential",889.653076171875,194.830276036026,0,"2",1.71442511085442
1985,"Log_Sequential",674.111755371094,-20.7110447647545,0,"2",0.41698534386778
1986,"Log_Sequential",573.884765625,-120.938034510849,0,"2",-0.186325806582743
1987,"Log_Sequential",629.245300292969,-65.5774998428795,0,"2",0.146914051709918
1988,"Log_Sequential",624.532897949219,-70.2899021866295,0,"2",0.118547990965244
1989,"Log_Sequential",538.511535644531,-156.311264491318,0,"2",-0.399253124151905
1990,"Log_Sequential",567.272277832031,-127.550522303818,0,"2",-0.226129332836725
1991,"Log_Sequential",534.5341796875,-160.288620448349,0,"2",-0.423194611412637
1992,"Log_Sequential",545.391052246094,-149.431747889755,0,"2",-0.357842231876812
1993,"Log_Sequential",495.895599365234,-198.927200770615,0,"2",-0.655777535483843
1994,"Log_Sequential",581.881591796875,-112.941208338974,0,"2",-0.138189327477376
1995,"Log_Sequential",628.743835449219,-66.0789646866295,0,"2",0.143895510171759
1996,"Log_Sequential",741.946838378906,47.1240382430575,0,"2",0.82531509690164
1997,"Log_Sequential",795.385437011719,100.56263687587,0,"2",1.14698596121973
1998,"Log_Sequential",889.058288574219,194.23548843837,0,"2",1.71084481785425
1999,"Log_Sequential",925.042907714844,230.220107578995,0,"2",1.92745236066535
2000,"Log_Sequential",835.103576660156,140.280776524307,0,"2",1.38606723649056
2001,"Log_Sequential",649.137023925781,-45.6857762100675,0,"2",0.266651247247345
2002,"Log_Sequential",638.289001464844,-56.5337986710045,0,"2",0.201352140413937
2003,"Log_Sequential",642.1220703125,-52.7007298233485,0,"2",0.224425098926348
2004,"Log_Sequential",626.615417480469,-68.2073826553795,0,"2",0.131083608940173
2005,"Log_Sequential",661.350402832031,-33.4723973038175,0,"2",0.340169046170414
2006,"Log_Sequential",684.636413574219,-10.1863865616295,0,"2",0.480337976374368
2007,"Log_Sequential",725.99267578125,31.1698756454015,0,"2",0.729279845163057
2008,"Log_Sequential",764.669677734375,69.8468775985265,0,"2",0.962094046242326
2009,"Log_Sequential",726.753967285156,31.9311671493075,0,"2",0.7338623997645
2010,"Log_Sequential",692.089904785156,-2.7328953506925,0,"2",0.525203878949463
2011,"Log_Sequential",672.002807617188,-22.8199925186606,0,"2",0.404290642581506
2012,"Log_Sequential",751.748352050781,56.9255519149325,0,"2",0.884314798524086
2013,"Log_Sequential",784.684143066406,89.8613429305575,0,"2",1.08257007905254
2014,"Log_Sequential",736.340881347656,41.5180812118075,0,"2",0.791570330202893
2015,"Log_Sequential",628.751770019531,-66.0710301163175,0,"2",0.143943271904955
2016,"Log_Sequential",621.223327636719,-73.5994724991295,0,"2",0.0986262046501055
2017,"Log_Sequential",758.679382324219,63.8565821883705,0,"2",0.926035774667023
