"Year","Treatment","AGB","AGB.c","AGB.d","rep","AGB.sc"
2171,"Control",504.585601806641,-147.234203527469,0,"3",-0.603468517886639
2172,"Control",466.413482666016,-185.406322668094,0,"3",-0.833243603142679
2173,"Control",569.414611816406,-82.4051935177041,0,"3",-0.213233664873067
2174,"Control",634.466064453125,-17.3537408809851,0,"3",0.178340169960839
2175,"Control",751.600036621094,99.7802312869838,0,"3",0.88342202151122
2176,"Control",768.657897949219,116.838092615109,0,"3",0.986100930337748
2177,"Control",710.695007324219,58.8752019901088,0,"3",0.637196325749747
2178,"Control",628.979675292969,-22.8401300411412,0,"3",0.145315135841604
2179,"Control",670.831970214844,19.0121648807338,0,"3",0.39724284775111
2180,"Control",724.921508789062,73.1017034549519,0,"3",0.722832011181225
1979,"Log_Single",337.529083251953,-296.806010406796,0,"3",-1.60905654018296
1980,"Log_Single",532.753723144531,-101.581370514218,0,"3",-0.433911976944486
1981,"Log_Single",848.641906738281,214.306813079532,0,"3",1.46756051006192
1982,"Log_Single",922.459289550781,288.124195892032,0,"3",1.91190040553995
1983,"Log_Single",967.754089355469,333.41899569672,0,"3",2.18455009649465
1984,"Log_Single",889.653076171875,255.317982513126,0,"3",1.71442511085442
1985,"Log_Single",674.111755371094,39.7766617123445,0,"3",0.41698534386778
1986,"Log_Single",573.884765625,-60.4503280337494,0,"3",-0.186325806582743
1987,"Log_Single",629.245300292969,-5.08979336578045,0,"3",0.146914051709918
1988,"Log_Single",624.532897949219,-9.80219570953045,0,"3",0.118547990965244
1989,"Log_Single",538.511535644531,-95.8235580142184,0,"3",-0.399253124151905
1990,"Log_Single",567.272277832031,-67.0628158267184,0,"3",-0.226129332836725
1991,"Log_Single",447.187225341797,-187.147868316952,0,"3",-0.948975058856527
1992,"Log_Single",424.906951904297,-209.428141754452,0,"3",-1.08309000567856
1993,"Log_Single",566.062133789062,-68.2729598696874,0,"3",-0.233413731945428
1994,"Log_Single",663.278686523438,28.9435928646885,0,"3",0.351776249531553
1995,"Log_Single",796.705810546875,162.370716888126,0,"3",1.15493388102194
1996,"Log_Single",798.268859863281,163.933766204532,0,"3",1.16434257506414
1997,"Log_Single",687.085021972656,52.7499283139066,0,"3",0.495077247239494
1998,"Log_Single",595.165588378906,-39.1695052798434,0,"3",-0.0582270011540084
1999,"Log_Single",645.870910644531,11.5358169857816,0,"3",0.246991048270956
2000,"Log_Single",669.645690917969,35.3105972592195,0,"3",0.390102101239952
2001,"Log_Single",610.859191894531,-23.4759017642184,0,"3",0.0362398287459196
2002,"Log_Single",645.048522949219,10.7134292904695,0,"3",0.242040728323884
2003,"Log_Single",510.358764648438,-123.976329010311,0,"3",-0.568717264510216
2004,"Log_Single",478.389190673828,-155.945902984921,0,"3",-0.761156451827888
2005,"Log_Single",593.981079101562,-40.3540145571874,0,"3",-0.0653570931246851
2006,"Log_Single",669.503234863281,35.1681412045316,0,"3",0.389244594430058
2007,"Log_Single",798.115417480469,163.78032382172,0,"3",1.16341893662367
2008,"Log_Single",819.864074707031,185.528981048282,0,"3",1.29433384732139
2009,"Log_Single",745.245422363281,110.910328704532,0,"3",0.845170751586196
2010,"Log_Single",652.129028320312,17.7939346615626,0,"3",0.28466146204069
2011,"Log_Single",698.681396484375,64.3463028256256,0,"3",0.564881020309441
2012,"Log_Single",717.566711425781,83.2316177670316,0,"3",0.678560191087532
2013,"Log_Single",651.44384765625,17.1087539975006,0,"3",0.280537052680008
2014,"Log_Single",681.37548828125,47.0403946225006,0,"3",0.460709006223531
2015,"Log_Single",535.433166503906,-98.9019271548434,0,"3",-0.417783207041222
2016,"Log_Single",497.808990478516,-136.526103180233,0,"3",-0.644259977221938
2017,"Log_Single",612.311706542969,-22.0233871157805,0,"3",0.0449831651048717
2018,"Log_Single",686.601989746094,52.2668960873445,0,"3",0.492169659881537
2019,"Log_Single",815.118408203125,180.783314544376,0,"3",1.26576755469523
2020,"Log_Single",832.462646484375,198.127552825626,0,"3",1.37017029469229
2021,"Log_Single",751.426452636719,117.09135897797,0,"3",0.882377141748011
2022,"Log_Single",654.166931152344,19.8318374935945,0,"3",0.296928512115867
2023,"Log_Single",697.768981933594,63.4338882748445,0,"3",0.559388788389536
2024,"Log_Single",713.459716796875,79.1246231381256,0,"3",0.653838350585922
2025,"Log_Single",646.285583496094,11.9504898373445,0,"3",0.249487149927514
2026,"Log_Single",674.41552734375,40.0804336850006,0,"3",0.418813883453394
2027,"Log_Single",529.46728515625,-104.867808502499,0,"3",-0.453694519437452
2028,"Log_Single",491.646148681641,-142.688944977108,0,"3",-0.68135688279534
2029,"Log_Single",602.179748535156,-32.1553451235934,0,"3",-0.0160056290063298
2030,"Log_Single",671.853942871094,37.5188492123445,0,"3",0.403394558987107
2031,"Log_Single",794.37060546875,160.035511810001,0,"3",1.14087723554361
2032,"Log_Single",810.268371582031,175.933277923282,0,"3",1.23657301157853
2033,"Log_Single",740.128662109375,105.793568450626,0,"3",0.814370679438126
2034,"Log_Single",649.263854980469,14.9287613217195,0,"3",0.267414700182632
2035,"Log_Single",692.680725097656,58.3456314389066,0,"3",0.52876029108303
2036,"Log_Single",708.124084472656,73.7889908139066,0,"3",0.62172078939746
2037,"Log_Single",641.88671875,7.55162509125057,0,"3",0.223008412440084
2038,"Log_Single",670.00537109375,35.6702774350006,0,"3",0.392267177345644
2039,"Log_Single",525.764953613281,-108.570140045468,0,"3",-0.475980511545929
2040,"Log_Single",487.594451904297,-146.740641754452,0,"3",-0.705745860756353
2041,"Log_Single",597.148376464844,-37.1867171939055,0,"3",-0.0462917114255904
2042,"Log_Single",666.727233886719,32.3921402279695,0,"3",0.372534600973563
2043,"Log_Single",789.736389160156,155.401295501407,0,"3",1.11298181156991
2044,"Log_Single",807.472473144531,173.137379485782,0,"3",1.21974324639109
2045,"Log_Single",738.349060058594,104.013966399845,0,"3",0.803658457477547
2046,"Log_Single",647.520385742188,13.1852920834385,0,"3",0.256919977807081
2047,"Log_Single",690.709289550781,56.3741958920316,0,"3",0.516893337372884
2048,"Log_Single",706.506530761719,72.1714371029695,0,"3",0.611984008987979
2049,"Log_Single",639.975158691406,5.64006503265659,0,"3",0.211501876116613
2050,"Log_Single",667.075500488281,32.7404068295316,0,"3",0.374630973663037
2051,"Log_Single",522.608459472656,-111.726634186093,0,"3",-0.49498086380828
2052,"Log_Single",484.116851806641,-150.218241852108,0,"3",-0.72667909362146
2053,"Log_Single",593.155517578125,-41.1795760806244,0,"3",-0.0703265177650365
2054,"Log_Single",662.112121582031,27.7770279232816,0,"3",0.344754172557492
2055,"Log_Single",782.205078125,147.869984466251,0,"3",1.06764747661152
2056,"Log_Single",796.803894042969,162.46880038422,0,"3",1.15552428952387
2057,"Log_Single",728.828674316406,94.4935806576566,0,"3",0.746350990802125
2058,"Log_Single",639.946716308594,5.61162264984455,0,"3",0.211330668672995
2059,"Log_Single",682.332946777344,47.9978531185945,0,"3",0.466472377828828
2060,"Log_Single",697.236022949219,62.9009292904695,0,"3",0.556180669510372
2061,"Log_Single",632.954528808594,-1.38056485015545,0,"3",0.169241559786482
2062,"Log_Single",660.838806152344,26.5037124935945,0,"3",0.337089516572942
2063,"Log_Single",518.569274902344,-115.765818756405,0,"3",-0.519294525190013
2064,"Log_Single",480.537322998047,-153.797770660702,0,"3",-0.7482258810592
2065,"Log_Single",588.155822753906,-46.1792709048434,0,"3",-0.100421920649454
2066,"Log_Single",656.410949707031,22.0758560482816,0,"3",0.310436265060361
2067,"Log_Single",777.341613769531,143.006520110782,0,"3",1.03837210594633
2068,"Log_Single",793.302490234375,158.967396575626,0,"3",1.13444777145916
2069,"Log_Single",727.302001953125,92.9669082943756,0,"3",0.737161265936743
2070,"Log_Single",639.210144042969,4.87505038421955,0,"3",0.206896910240362
2071,"Log_Single",681.342224121094,47.0071304623445,0,"3",0.460508774342045
2072,"Log_Single",695.671569824219,61.3364761654695,0,"3",0.546763525315373
2073,"Log_Single",630.584533691406,-3.75055996734341,0,"3",0.154975497477966
2074,"Log_Single",657.786926269531,23.4518326107816,0,"3",0.318718884392916
2075,"Log_Single",515.599365234375,-118.735728424374,0,"3",-0.537171741926299
2076,"Log_Single",477.414642333984,-156.920451324765,0,"3",-0.767022694858537
2077,"Log_Single",584.115173339844,-50.2199203189055,0,"3",-0.124744399581931
2078,"Log_Single",651.738586425781,17.4034927670316,0,"3",0.282311217369366
2079,"Log_Single",593.762145996094,-40.5729476626555,178.622619628906,"3",-0.0666749495630183
2080,"Log_Single",152.821441650391,-481.513652008358,637.436614990234,"3",-2.72089457935727
2081,"Log_Single",159.673751831055,-474.661341827694,565.76643371582,"3",-2.67964745471736
2082,"Log_Single",167.716796875,-466.618296783749,470.046447753906,"3",-2.63123276351611
2083,"Log_Single",216.716552734375,-417.618540924374,463.217834472656,"3",-2.33628128234119
2084,"Log_Single",259.226287841797,-375.108805816952,434.714813232422,"3",-2.08039614343822
2085,"Log_Single",280.360321044922,-353.974772613827,348.103302001953,"3",-1.95318093007366
2086,"Log_Single",357.387542724609,-276.94755093414,297.353179931641,"3",-1.48951957652702
2087,"Log_Single",333.611999511719,-300.72309414703,179.126708984375,"3",-1.63263522197035
2088,"Log_Single",364.964233398438,-269.370860260311,109.465118408203,"3",-1.44391208119452
2089,"Log_Single",479.1318359375,-155.203257721249,100.726135253906,"3",-0.75668613729946
2090,"Log_Single",556.794982910156,-77.5401107485934,89.12158203125,"3",-0.289196864535911
2091,"Log_Single",686.330261230469,51.9951675717195,77.528625488281,"3",0.490534004218454
2092,"Log_Single",729.370910644531,95.0358169857816,50.078491210938,"3",0.749614954169337
2093,"Log_Single",711.797180175781,77.4620865170316,6.89202880859398,"3",0.643830797888995
2094,"Log_Single",672.980651855469,38.6455581967195,37.892944335938,"3",0.410176725101327
2095,"Log_Single",745.142333984375,110.807240325626,67.575378417969,"3",0.844550216452561
2096,"Log_Single",762.864562988281,128.529469329532,71.107055664062,"3",0.951228251939613
2097,"Log_Single",677.662109375,43.3270157162506,50.485473632812,"3",0.438356515086525
2098,"Log_Single",694.821960449219,60.4868667904695,41.157653808594,"3",0.541649345883632
2099,"Log_Single",538.489013671875,-95.8460799868744,26.528656005859,"3",-0.399388693994599
2100,"Log_Single",493.584991455078,-140.750102203671,20.273315429687,"3",-0.669686119589259
2101,"Log_Single",603.626525878906,-30.7085677798434,25.011779785156,"3",-0.0072968280544626
2102,"Log_Single",674.054260253906,39.7191665951566,28.339111328125,"3",0.41663925500106
2103,"Log_Single",797.947692871094,163.612599212345,32.578735351563,"3",1.16240932706344
2104,"Log_Single",813.482604980469,179.14751132172,31.877685546875,"3",1.25592092229939
2105,"Log_Single",733.256896972656,98.9218033139066,14.846923828125,"3",0.773006446702389
2106,"Log_Single",635.829406738281,1.49431307953159,3.0654296875,"3",0.186546737918223
2107,"Log_Single",675.644226074219,41.3091324154695,1.44134521484398,"3",0.426209971538193
2108,"Log_Single",689.422546386719,55.0874527279695,1.69891357421898,"3",0.509147853839843
2109,"Log_Single",623.972473144531,-10.3626205142184,0.53076171875,"3",0.11517454300962
2110,"Log_Single",649.913208007812,15.5781143490626,0.107360839843977,"3",0.271323446948023
2111,"Log_Single",508.957397460938,-125.377696197811,0.451507568358977,"3",-0.577152721389007
2112,"Log_Single",470.840667724609,-163.49442593414,0.495300292969034,"3",-0.80659439300753
2113,"Log_Single",575.581481933594,-58.7536117251555,0.154663085937045,"3",-0.176112511035115
2114,"Log_Single",640.725158691406,6.39006503265659,0.724365234375,"3",0.216016462097736
2115,"Log_Single",757.066650390625,122.731556731876,2.46844482421898,"3",0.916328018695406
2116,"Log_Single",770.95166015625,136.616566497501,5.30029296875,"3",0.999908112609605
2117,"Log_Single",711.919372558594,77.5842788998445,4.699951171875,"3",0.644566328580259
2118,"Log_Single",630.568603515625,-3.76649014312443,2.85791015625,"3",0.154879606613622
2119,"Log_Single",673.011535644531,38.6764419857816,2.55157470703102,"3",0.410362628462851
2120,"Log_Single",686.729187011719,52.3940933529695,2.450439453125,"3",0.492935317204507
2121,"Log_Single",623.359741210938,-10.9753524478115,1.03637695312409,"3",0.111486235012839
2122,"Log_Single",650.275817871094,15.9407242123445,0.48193359375,"3",0.273506158155209
2123,"Log_Single",509.513946533203,-124.821147125546,0.0350341796869884,"3",-0.573802603203067
2124,"Log_Single",471.026763916016,-163.308329742733,0.595581054688012,"3",-0.805474196665041
2125,"Log_Single",575.553527832031,-58.7815658267184,0.503967285156023,"3",-0.176280779295156
2126,"Log_Single",641.84619140625,7.51109774750057,0.164489746093977,"3",0.222764460202823
2127,"Log_Single",761.427062988281,127.091969329532,2.26062011718705,"3",0.942575295475794
2128,"Log_Single",778.639831542969,144.30473788422,4.86511230468795,"3",1.04618666029354
2129,"Log_Single",716.959655761719,82.6245621029695,4.19641113281295,"3",0.674906051099884
2130,"Log_Single",631.982360839844,-2.35273281890545,2.57946777343795,"3",0.163389645275795
2131,"Log_Single",673.385803222656,39.0507095639066,2.1396484375,"3",0.412615512678041
2132,"Log_Single",686.760009765625,52.4249161068756,1.89227294921898,"3",0.493120853168086
2133,"Log_Single",622.215209960938,-12.1198836978115,0.87939453125,"3",0.104596788697896
2134,"Log_Single",648.490295410156,14.1552017514066,0.451171875,"3",0.262758298593701
2135,"Log_Single",507.700042724609,-126.63505093414,0.0341186523440342,"3",-0.584721302810247
2136,"Log_Single",469.286651611328,-165.048442047421,0.163543701171989,"3",-0.815948712153473
2137,"Log_Single",573.361877441406,-60.9732162173434,0.0286865234379547,"3",-0.189473304800541
2138,"Log_Single",638.816772460938,4.48167880218853,0.0552978515620453,"3",0.20452903046755
2139,"Log_Single",756.095031738281,121.759938079532,0.737243652343977,"3",0.910479410766246
2140,"Log_Single",772.502624511719,138.16753085297,0.819396972656023,"3",1.00924406185817
2141,"Log_Single",712.8974609375,78.5623672787506,0.479919433593977,"3",0.65045388069187
2142,"Log_Single",630.003234863281,-4.33185879546841,0.257019042968977,"3",0.151476399424238
2143,"Log_Single",672.043762207031,37.7086685482816,0.182800292968977,"3",0.404537166604397
2144,"Log_Single",685.838195800781,51.5031021420316,0.716064453125,"3",0.487572041964235
2145,"Log_Single",621.803283691406,-12.5318099673434,0.958618164062045,"3",0.102117219948982
2146,"Log_Single",648.107971191406,13.7728775326566,1.27471923828102,"3",0.260456917849417
2147,"Log_Single",507.443115234375,-126.891978424374,0.914886474608977,"3",-0.586267864471014
2148,"Log_Single",468.609954833984,-165.725138824765,0.387054443358977,"3",-0.820022053199431
2149,"Log_Single",572.872436523438,-61.4626571353115,1.17956542968795,"3",-0.192419468943004
2150,"Log_Single",639.442199707031,5.10710604828159,2.71496582031205,"3",0.208293757237449
2151,"Log_Single",758.982727050781,124.647633392032,5.221435546875,"3",0.927861742467003
2152,"Log_Single",777.090270996094,142.755177337345,7.03070068359398,"3",1.03685916119778
2153,"Log_Single",716.031494140625,81.6964004818756,4.23675537109398,"3",0.669319030509474
2154,"Log_Single",631.206726074219,-3.12836758453045,1.26501464843795,"3",0.158720752156645
2155,"Log_Single",672.378479003906,38.0433853451566,0.361694335937045,"3",0.406551976949488
2156,"Log_Single",685.6650390625,51.3299454037506,0.142272949218977,"3",0.486529733986661
2157,"Log_Single",620.939270019531,-13.3958236392184,0.084716796875,"3",0.0969163346015882
2158,"Log_Single",646.732849121094,12.3977554623445,0.319702148437045,"3",0.252179442088132
2159,"Log_Single",506.257110595703,-128.077983063046,0.0930786132809658,"3",-0.593406957691408
2160,"Log_Single",467.714874267578,-166.620219391171,0.0902099609369884,"3",-0.825409944102194
2161,"Log_Single",571.721862792969,-62.6132308657805,0.427734375,"3",-0.199345287654769
2162,"Log_Single",637.612854003906,3.27776034515659,0.484619140625,"3",0.197282105949507
2163,"Log_Single",755.54931640625,121.214222747501,1.76251220703102,"3",0.907194505716018
2164,"Log_Single",771.86376953125,137.528675872501,3.49114990234398,"3",1.00539850753977
2165,"Log_Single",711.430969238281,77.0958755795316,2.405517578125,"3",0.6416264102029
2166,"Log_Single",627.968078613281,-6.36701504546841,0.864501953125,"3",0.139225882256711
2167,"Log_Single",669.032775878906,34.6976822201566,0.5810546875,"3",0.386412691049321
2168,"Log_Single",681.863891601562,47.5287979428126,0.579345703124091,"3",0.463648924600884
2169,"Log_Single",617.934753417969,-16.4003402407805,0.020263671875,"3",0.0788308032289697
2170,"Log_Single",644.066467285156,9.73137362640659,0.165832519531932,"3",0.236129295345669
2171,"Log_Single",504.402069091797,-129.933024566952,0.183532714844034,"3",-0.604573283515323
2172,"Log_Single",466.210113525391,-168.124980133358,0.203369140625,"3",-0.834467773104357
2173,"Log_Single",569.369445800781,-64.9656478579684,0.045166015625,"3",-0.213505539354352
2174,"Log_Single",634.257385253906,-0.0777084048434062,0.208679199218977,"3",0.177084036377711
2175,"Log_Single",751.093017578125,116.757923919376,0.507019042968977,"3",0.880370046759819
2176,"Log_Single",767.101135253906,132.766041595157,1.55676269531295,"3",0.976730078284154
2177,"Log_Single",709.1123046875,74.7772110287506,1.58270263671898,"3",0.627669329568389
2178,"Log_Single",627.959289550781,-6.37580410796841,1.02038574218795,"3",0.139172976952244
2179,"Log_Single",669.438659667969,35.1035660092195,1.393310546875,"3",0.388855887401413
2180,"Log_Single",722.702026367188,88.3669327084385,2.21948242187409,"3",0.709471952211702
1979,"Log_Sequential",337.529083251953,-294.982030811876,0,"3",-1.60905654018296
1980,"Log_Sequential",532.753723144531,-99.7573909192985,0,"3",-0.433911976944486
1981,"Log_Sequential",848.641906738281,216.130792674452,0,"3",1.46756051006192
1982,"Log_Sequential",922.459289550781,289.948175486952,0,"3",1.91190040553995
1983,"Log_Sequential",967.754089355469,335.242975291639,0,"3",2.18455009649465
1984,"Log_Sequential",889.653076171875,257.141962108046,0,"3",1.71442511085442
1985,"Log_Sequential",674.111755371094,41.6006413072645,0,"3",0.41698534386778
1986,"Log_Sequential",573.884765625,-58.6263484388295,0,"3",-0.186325806582743
1987,"Log_Sequential",629.245300292969,-3.26581377086052,0,"3",0.146914051709918
1988,"Log_Sequential",624.532897949219,-7.97821611461052,0,"3",0.118547990965244
1989,"Log_Sequential",538.511535644531,-93.9995784192985,0,"3",-0.399253124151905
1990,"Log_Sequential",567.272277832031,-65.2388362317985,0,"3",-0.226129332836725
1991,"Log_Sequential",447.187225341797,-185.323888722033,0,"3",-0.948975058856527
1992,"Log_Sequential",424.906951904297,-207.604162159533,0,"3",-1.08309000567856
1993,"Log_Sequential",566.062133789062,-66.4489802747675,0,"3",-0.233413731945428
1994,"Log_Sequential",663.278686523438,30.7675724596085,0,"3",0.351776249531553
1995,"Log_Sequential",796.705810546875,164.194696483046,0,"3",1.15493388102194
1996,"Log_Sequential",798.268859863281,165.757745799452,0,"3",1.16434257506414
1997,"Log_Sequential",687.085021972656,54.5739079088265,0,"3",0.495077247239494
1998,"Log_Sequential",595.165588378906,-37.3455256849235,0,"3",-0.0582270011540084
1999,"Log_Sequential",645.870910644531,13.3597965807015,0,"3",0.246991048270956
2000,"Log_Sequential",669.645690917969,37.1345768541395,0,"3",0.390102101239952
2001,"Log_Sequential",610.859191894531,-21.6519221692985,0,"3",0.0362398287459196
2002,"Log_Sequential",645.048522949219,12.5374088853895,0,"3",0.242040728323884
2003,"Log_Sequential",510.358764648438,-122.152349415391,0,"3",-0.568717264510216
2004,"Log_Sequential",478.389190673828,-154.121923390001,0,"3",-0.761156451827888
2005,"Log_Sequential",593.981079101562,-38.5300349622675,0,"3",-0.0653570931246851
2006,"Log_Sequential",669.503234863281,36.9921207994515,0,"3",0.389244594430058
2007,"Log_Sequential",798.115417480469,165.604303416639,0,"3",1.16341893662367
2008,"Log_Sequential",819.864074707031,187.352960643202,0,"3",1.29433384732139
2009,"Log_Sequential",745.245422363281,112.734308299452,0,"3",0.845170751586196
2010,"Log_Sequential",652.129028320312,19.6179142564825,0,"3",0.28466146204069
2011,"Log_Sequential",698.681396484375,66.1702824205455,0,"3",0.564881020309441
2012,"Log_Sequential",717.566711425781,85.0555973619515,0,"3",0.678560191087532
2013,"Log_Sequential",651.44384765625,18.9327335924205,0,"3",0.280537052680008
2014,"Log_Sequential",681.37548828125,48.8643742174205,0,"3",0.460709006223531
2015,"Log_Sequential",535.433166503906,-97.0779475599235,0,"3",-0.417783207041222
2016,"Log_Sequential",497.808990478516,-134.702123585313,0,"3",-0.644259977221938
2017,"Log_Sequential",612.311706542969,-20.1994075208605,0,"3",0.0449831651048717
2018,"Log_Sequential",686.601989746094,54.0908756822645,0,"3",0.492169659881537
2019,"Log_Sequential",815.118408203125,182.607294139296,0,"3",1.26576755469523
2020,"Log_Sequential",832.462646484375,199.951532420546,0,"3",1.37017029469229
2021,"Log_Sequential",751.426452636719,118.915338572889,0,"3",0.882377141748011
2022,"Log_Sequential",654.166931152344,21.6558170885145,0,"3",0.296928512115867
2023,"Log_Sequential",697.768981933594,65.2578678697645,0,"3",0.559388788389536
2024,"Log_Sequential",713.459716796875,80.9486027330455,0,"3",0.653838350585922
2025,"Log_Sequential",646.285583496094,13.7744694322645,0,"3",0.249487149927514
2026,"Log_Sequential",674.41552734375,41.9044132799205,0,"3",0.418813883453394
2027,"Log_Sequential",529.46728515625,-103.043828907579,0,"3",-0.453694519437452
2028,"Log_Sequential",491.646148681641,-140.864965382188,0,"3",-0.68135688279534
2029,"Log_Sequential",602.179748535156,-30.3313655286735,0,"3",-0.0160056290063298
2030,"Log_Sequential",671.853942871094,39.3428288072645,0,"3",0.403394558987107
2031,"Log_Sequential",794.37060546875,161.859491404921,0,"3",1.14087723554361
2032,"Log_Sequential",810.268371582031,177.757257518202,0,"3",1.23657301157853
2033,"Log_Sequential",740.128662109375,107.617548045546,0,"3",0.814370679438126
2034,"Log_Sequential",649.263854980469,16.7527409166395,0,"3",0.267414700182632
2035,"Log_Sequential",692.680725097656,60.1696110338265,0,"3",0.52876029108303
2036,"Log_Sequential",708.124084472656,75.6129704088265,0,"3",0.62172078939746
2037,"Log_Sequential",641.88671875,9.3756046861705,0,"3",0.223008412440084
2038,"Log_Sequential",670.00537109375,37.4942570299205,0,"3",0.392267177345644
2039,"Log_Sequential",525.764953613281,-106.746160450548,0,"3",-0.475980511545929
2040,"Log_Sequential",487.594451904297,-144.916662159533,0,"3",-0.705745860756353
2041,"Log_Sequential",597.148376464844,-35.3627375989855,0,"3",-0.0462917114255904
2042,"Log_Sequential",666.727233886719,34.2161198228895,0,"3",0.372534600973563
2043,"Log_Sequential",789.736389160156,157.225275096327,0,"3",1.11298181156991
2044,"Log_Sequential",807.472473144531,174.961359080702,0,"3",1.21974324639109
2045,"Log_Sequential",738.349060058594,105.837945994764,0,"3",0.803658457477547
2046,"Log_Sequential",647.520385742188,15.0092716783585,0,"3",0.256919977807081
2047,"Log_Sequential",690.709289550781,58.1981754869515,0,"3",0.516893337372884
2048,"Log_Sequential",706.506530761719,73.9954166978895,0,"3",0.611984008987979
2049,"Log_Sequential",639.975158691406,7.46404462757653,0,"3",0.211501876116613
2050,"Log_Sequential",667.075500488281,34.5643864244515,0,"3",0.374630973663037
2051,"Log_Sequential",522.608459472656,-109.902654591173,0,"3",-0.49498086380828
2052,"Log_Sequential",484.116851806641,-148.394262257188,0,"3",-0.72667909362146
2053,"Log_Sequential",593.155517578125,-39.3555964857045,0,"3",-0.0703265177650365
2054,"Log_Sequential",662.112121582031,29.6010075182015,0,"3",0.344754172557492
2055,"Log_Sequential",782.205078125,149.693964061171,0,"3",1.06764747661152
2056,"Log_Sequential",796.803894042969,164.292779979139,0,"3",1.15552428952387
2057,"Log_Sequential",728.828674316406,96.3175602525765,0,"3",0.746350990802125
2058,"Log_Sequential",639.946716308594,7.43560224476448,0,"3",0.211330668672995
2059,"Log_Sequential",682.332946777344,49.8218327135145,0,"3",0.466472377828828
2060,"Log_Sequential",697.236022949219,64.7249088853895,0,"3",0.556180669510372
2061,"Log_Sequential",632.954528808594,0.443414744764482,0,"3",0.169241559786482
2062,"Log_Sequential",660.838806152344,28.3276920885145,0,"3",0.337089516572942
2063,"Log_Sequential",518.569274902344,-113.941839161486,0,"3",-0.519294525190013
2064,"Log_Sequential",480.537322998047,-151.973791065783,0,"3",-0.7482258810592
2065,"Log_Sequential",588.155822753906,-44.3552913099235,0,"3",-0.100421920649454
2066,"Log_Sequential",656.410949707031,23.8998356432015,0,"3",0.310436265060361
2067,"Log_Sequential",777.341613769531,144.830499705702,0,"3",1.03837210594633
2068,"Log_Sequential",793.302490234375,160.791376170546,0,"3",1.13444777145916
2069,"Log_Sequential",727.302001953125,94.7908878892955,0,"3",0.737161265936743
2070,"Log_Sequential",639.210144042969,6.69902997913948,0,"3",0.206896910240362
2071,"Log_Sequential",681.342224121094,48.8311100572645,0,"3",0.460508774342045
2072,"Log_Sequential",695.671569824219,63.1604557603895,0,"3",0.546763525315373
2073,"Log_Sequential",630.584533691406,-1.92658037242347,0,"3",0.154975497477966
2074,"Log_Sequential",657.786926269531,25.2758122057015,0,"3",0.318718884392916
2075,"Log_Sequential",515.599365234375,-116.911748829454,0,"3",-0.537171741926299
2076,"Log_Sequential",477.414642333984,-155.096471729846,0,"3",-0.767022694858537
2077,"Log_Sequential",584.115173339844,-48.3959407239855,0,"3",-0.124744399581931
2078,"Log_Sequential",651.738586425781,19.2274723619515,0,"3",0.282311217369366
2079,"Log_Sequential",700.007385253906,67.4962711900765,72.377380371094,"3",0.572862740722843
2080,"Log_Sequential",533.135192871094,-99.3759211927355,257.122863769531,"3",-0.431615739771468
2081,"Log_Sequential",458.451293945312,-174.059820118518,266.988891601563,"3",-0.881171583912742
2082,"Log_Sequential",296.837860107422,-335.673253956408,340.925384521484,"3",-1.8539952409337
2083,"Log_Sequential",292.868743896484,-339.642370167346,387.065643310547,"3",-1.8778871294715
2084,"Log_Sequential",168.534515380859,-463.97659868297,525.40658569336,"3",-2.62631054951204
2085,"Log_Sequential",176.246398925781,-456.264715138048,452.217224121094,"3",-2.57988926772543
2086,"Log_Sequential",218.843612670898,-413.667501392932,435.897109985352,"3",-2.32347755571394
2087,"Log_Sequential",202.662612915039,-429.84850114879,310.076095581055,"3",-2.42087824192509
2088,"Log_Sequential",221.033981323242,-411.477132740588,253.395370483399,"3",-2.31029274556546
2089,"Log_Sequential",293.964233398438,-338.546880665391,285.893737792968,"3",-1.87129288740751
2090,"Log_Sequential",349.524444580078,-282.986669483751,296.392120361328,"3",-1.53685108672901
2091,"Log_Sequential",442.507537841797,-190.003576222033,321.351348876953,"3",-0.977144194301243
2092,"Log_Sequential",483.715362548828,-148.795751515001,295.734039306641,"3",-0.729095837321318
2093,"Log_Sequential",491.610076904297,-140.901037159533,227.079132080078,"3",-0.681574014982422
2094,"Log_Sequential",498.724822998047,-133.786291065783,136.362884521484,"3",-0.638747171016963
2095,"Log_Sequential",611.603454589844,-20.9076594739855,65.963500976562,"3",0.0407198793199634
2096,"Log_Sequential",696.57470703125,64.0635929674205,4.81719970703102,"3",0.55219991274723
2097,"Log_Sequential",707.407531738281,74.8964176744515,80.2308959960931,"3",0.617407537491666
2098,"Log_Sequential",780.101806640625,147.590692576796,126.4375,"3",1.05498694333438
2099,"Log_Sequential",615.434387207031,-17.0767268567985,103.474029541015,"3",0.0637799789042036
2100,"Log_Sequential",565.919677734375,-66.5914363294545,92.608001708984,"3",-0.234271238755316
2101,"Log_Sequential",690.511901855469,58.0007877916395,111.897155761719,"3",0.515705172410081
2102,"Log_Sequential",766.383850097656,133.872736033827,120.668701171875,"3",0.972412417602989
2103,"Log_Sequential",895.195129394531,262.684015330702,129.826171875,"3",1.74778521190194
2104,"Log_Sequential",889.708984375,257.197870311171,108.104064941406,"3",1.7147616473745
2105,"Log_Sequential",762.25927734375,129.748163279921,43.849304199219,"3",0.947584766492447
